Quests	Misc	Status	Props	Name	World ID	Size / Type	Description
				Team Suicide	4317370589498078929	Large World	various large builds
			20	Temple of Rose	6954522084119827109		
			273	Tenshi No Aru Sejin	7482680540383386271		
				Terragonians	6959718491387348449		
			478	Thanks for Dying	5001132064178346405		
			137	The	308407680728155264		
			8137	THE  NORTH	5230005395773297222	Large World	
			464	The 24th and a half century	4607972292169679654		
	Music		11,989	The Awesome People / Hub	7827903360441958612	Large World	Amazing builds, large twin dragons, Music
				The Best Club for 14	2182433229608257518	Empty World	Empty World
			558	The Biome	761384914271279336		
				The CheeseTruffian Empire	6737014930737847160	Small world	Nice spawn
			8147	The Cloud Citadel	1674522454067758799	Massive world	
			2769	The Deku Tree	2351901184052568411	Large World	
			8206	The Dominator Nation	7004148553004293011	Large World	
			251	The Dragonheart	1383244657791497938		
			1174	The Forest Legion	2191545114459222544		
			55	The Forgotten Worlds	4794291559808501623		
				The Ganja Guard	5553620974645230931	Large World	
			406	The Glen	3316134944745671678		
			1230	The Grand Platoon	1373582294489905592		
			723	The Hoo Lounge	708315009008700186		
			13	The Magical Claw Clan's Club World	3141341030481147829	Small World	Nothing of Note.
	Club Portals		1432	The Mile High Club	8450856054257762758		
			385	The Monastery	1555997008261493627		
	Club Portals			The Nightosphere	3143774186974776923		
				The Only Worthy	6076594169372813722	Large World	
			925	The Praying Devils	2021751816710362068	Medium World	Large devil statue at spawn
				The Radiant Eclipse	5657094803222471750	Large World	
			226	The Realm of The Hidden Order	2515355587474578518	Large World	
	Club Portals		7327	The Royal Bombsquad	9036803001252190946	Large World	
				The Superiors	3931975805019301114	Large World	
			644	The Temerian Guard	8032398516390967722		
				The Trove Academy	5480467354037920281		
			528	The Trovian Creed	6376985065587664888		Hub Recreation
			4664	The Trovian Guard	2221152484923483630		
				The Vehemence	506151026166773652		
			258	The WoD	3042540782483175299		
				THEDSHONG	6417343767645662674		KeganGunner/s Club World | Large Trophy Hall
				TheEpicDestroyer	2631546666942914445	Large World	
			2308	TheFIRSTgalaxy	7879794485635101694	Large World	
			483	THEIZ	7168514765416710048		
			238	TheOlympus	7351450720541649770		
			61	TheShadowLegion	6044002642695144273		
				Thiefs Shadow	8377806343855759006		
			1478	Thornfield	7292188618357432813		
				Thresio's Fire and Ice Dungeon: Will you survive? / Default	41846	Alpha Club World / Destructable.	
			63	Time Rain	2067844781792166827		
			4093	TomorrowLand Trove	6069945779834331339		
				Toorn's Club World	6162642611992281670		
	Club Portals		2267	Traders	1677545898464203245		City scape
				Trove	1941540258094950060	Large World	Some large builds
			1459	Trove City of Opportunity	1514830441662912249		Some club portals
			2313	Trove Collections	8277286365205537144		Large Trophy Collection + Old Stuff
			824	Trove Me Insnae	5907636538183138844		
			517	Trove Philippine Community	6021757140066930037		
				Trove Romania	3496649305333210196	Small world	Nice spawn
			1944	Trove United	5116508022058074060		
			7	Trove-宝藏联盟 / Trove-Treasure League	540955292263355331	Small World	Nothing of Note.
			1635	Troveology	4449803197788040149	Large world	Pyramid maze, city scape,pixel art & other large builds
				Trovesaurus	2904234635470740761		
	Music			Tunes / What's Left of Tunes	2665286400126448279		
			582	twitch.tv/suggarrhighh	5742189897955485347		
	Club Portals		1089	Uber 10	2302999038920110644		
	Club Portals		33	Uber 8 Shadow Arena / The Trovian Historical Archive / The Hoard	6740128463234743274		
				Undershaft	293166900969633732		
			1211	UnFae	6419773991271493992		
				Universo Anime	995759429190222145		
				Unkarma Luckyclub	6013891550268309556		
				Up in Smoke	1069992752243589561	Small World	Pixel Art
			52	Valderheim	7677901401312092972		
			92	Valhallas Bananas	577343152855397076		
				Vapaus	4411529194144037006		
			1	Veiled Void	3232860918281772089		
			374	Vincity	6543491290390002680		
			1307	Violator	8663053642610686386	Small world	Hub Recreation
			785	VIP Vault	2002601157309887054		
				Vixens of Pixels	8491360786445240863	Medium World	Pixel Art
			1737	W	2969948162704649480		
	Music		59	Wackers	2695511093978825548		WackGaming's World
				Waffles of Shadow	8336039165485487061	Bane Of Waffle's World	
				Walhalla	7258092263535736518	Large World	Alpha Club World
			420	Waped Skys	504554860948687904		
				Wayne Enterprises	4274250976312671720		Bruce_Wayne's club
			104	Wazzup	5343871547945073061		
				Welcome To The 165	9014869260374756579		
			26	Why?	5132000550666679770		
				wiggly wyrms	1183140211110016825		SweetieB2254's world.
	Club Portals		344	Wild World	158044489274549951		
				Wiz	4781468744989824135		
			51	World of Nyashes	7445902208196276344		
			1622	WSW	9108697870530743641		Hub recreation
			2377	XIIs Corporation / 5*Corporation	7882551955667291315	Large World	
			52	xVENDATTAx	3963582124126637790		
			1	xXDynastyXx	7122546954149656730		
				xYggdrasilx	5479530295196251002	Large World	large tree
				Y3LL0W Industries	7745839352691740652		
			1094	Yen	6944061538864812550	Small World	Nice Spawn Hub
			63	Yggdrasil	440447917084134686		
			384	Yggdrian Order	7615783640022802037		
			75	YNFYNYTY	721257582728552495		
			363	Youtube KitaShinji	5887612562132671642		
			3040	Z	7375099156743434663		
			705	Zarcania	1031857042313120380		
	Music		2207	故事亦有结尾	3059191362748623600		
	Club Portals		30	樱花盛开时 / As Cherry Blossoms	1856473180391934241		
			2773	温柔仅于自己 / Gentle only to oneself	1654364064650625130		
			5		1288475875016200123		
			77		1815676185695355744		
			29		1903904418578990987		
			36		2087766859966318917		Catalog World
			661		3607292525190834663		
			42		6508019479433621398		
			655		7267673859547526965		
			152		7904556726291769827		
			8		8740431018462243627		
			148		8287406132293491965		
x	x	x	x	wududu	225251063707558780	Small world	Nothing of note
x	x	x	22	RE--NULL	3189823601521569663	Small world	Nothing of note
q		x	608	Shateam	8565422590662292170	Small world	Nothing of note
q			106	Xinshoucun	3560705031944078044		
q		Portal	738	Kataomoi	2717003341997920365	Massive world	pixel art, large builds
q	x	x	28	DARKSOULSS28	480738298331917755	Small world	nothing of note
			326	Mytha	6369605865539070907		
			667	Trove Cubed	5469095286023829399		
	Music	x	16	Inexistence	8363197803746282932		
	x	x	7	Ragnorak	5596399971466750028	Small world	nothing of note
	x	x	573	TeamDelafranceparlerbien	3467291612239840220	Small world	nothing of note
			3272	Le Chateau Des Chevaliers	2072737294901925920	Large world	
	x	x	145	Script JF	3973554440643504261	Small world	nothing of note
	x	x	258	The Draconic Parliament	5100767287757839637	Small world	nothing of note							
				The Great	6311992777388757656		
			1118	WessLand	4793698637385506483		
